_id,userId,problemId,problemTitle,language,code,status,submittedAt,submissionId,__v
6982cb7701e09ebcc630ab71,6982c6ea313f4492182085a0,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        long firstMax = Long.MIN_VALUE, secMax = Long.MIN_VALUE, thirdMax = Long.MIN_VALUE;\n\n        for (int num : nums) {\n            if (num == firstMax || num == secMax || num == thirdMax) continue;\n\n            if (num > firstMax) {\n                thirdMax = secMax;\n                secMax = firstMax;\n                firstMax = num;\n            }\n\n            else if (num > secMax) {\n                thirdMax = secMax;\n                secMax = num;\n            }\n\n            else if (num > thirdMax) {\n                thirdMax = num;\n            }\n        }\n\n        return (thirdMax == Long.MIN_VALUE) ? (int) firstMax : (int) thirdMax;\n    }\n}",submitted,2026-02-04T04:30:47.185Z,58,0
6982cb7820eadd2c94870705,6982c6ea313f4492182085a0,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        long firstMax = Long.MIN_VALUE, secMax = Long.MIN_VALUE, thirdMax = Long.MIN_VALUE;\n\n        for (int num : nums) {\n            if (num == firstMax || num == secMax || num == thirdMax) continue;\n\n            if (num > firstMax) {\n                thirdMax = secMax;\n                secMax = firstMax;\n                firstMax = num;\n            }\n\n            else if (num > secMax) {\n                thirdMax = secMax;\n                secMax = num;\n            }\n\n            else if (num > thirdMax) {\n                thirdMax = num;\n            }\n        }\n\n        return (thirdMax == Long.MIN_VALUE) ? (int) firstMax : (int) thirdMax;\n    }\n}",submitted,2026-02-04T04:30:48.407Z,59,0
6982cb79782f6706193fbfd2,6982c6ea313f4492182085a0,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        long firstMax = Long.MIN_VALUE, secMax = Long.MIN_VALUE, thirdMax = Long.MIN_VALUE;\n\n        for (int num : nums) {\n            if (num == firstMax || num == secMax || num == thirdMax) continue;\n\n            if (num > firstMax) {\n                thirdMax = secMax;\n                secMax = firstMax;\n                firstMax = num;\n            }\n\n            else if (num > secMax) {\n                thirdMax = secMax;\n                secMax = num;\n            }\n\n            else if (num > thirdMax) {\n                thirdMax = num;\n            }\n        }\n\n        return (thirdMax == Long.MIN_VALUE) ? (int) firstMax : (int) thirdMax;\n    }\n}",submitted,2026-02-04T04:30:49.779Z,60,0
6982cb87929efb8951f82a43,6982c960ba4a788c6d48a88d,698234bd2fd0434e56a6111b,Third Maximum Number,python,"class Solution(object):\n    def thirdMax(self, nums):\n        """"""\n        :type nums: List[int]\n        :rtype: int\n        """"""\n        nums=list(set(nums))\n        nums.sort()\n        if(len(nums)<3):\n            return nums[-1]\n        else:\n         return nums[-3]",submitted,2026-02-04T04:31:03.888Z,61,0
6982cb8d133c599864e8e05e,6982c6c2313f449218208470,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    void solution() {\n        set<int>max;\n        for(int i:nums){\n            max.insert(i);\n        }\n        if(max.size()==1){\n            return nums[0];\n        }\n        if(max.size()==2){\n            auto t=next(max.begin(),max.size()-1);\n            if(t!=max.end()){\n                return *t;\n            }\n        }\n        auto t=next(max.begin(),max.size()-3);\n        if(t!=max.end()){\n            return *t;\n        }\n        return 0;\n    \n    }\n};",submitted,2026-02-04T04:31:09.922Z,62,0
6982cb92d0a8139d93a45ae5,6982c6c2313f449218208470,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    void solution() {\n        set<int>max;\n        for(int i:nums){\n            max.insert(i);\n        }\n        if(max.size()==1){\n            return nums[0];\n        }\n        if(max.size()==2){\n            auto t=next(max.begin(),max.size()-1);\n            if(t!=max.end()){\n                return *t;\n            }\n        }\n        auto t=next(max.begin(),max.size()-3);\n        if(t!=max.end()){\n            return *t;\n        }\n        return 0;\n    \n    }\n};",submitted,2026-02-04T04:31:14.886Z,63,0
6982cbe3d0a8139d93a45aeb,6982c6b8313f449218208420,698234bd2fd0434e56a6111b,Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        lst = list(set(nums))\n        lst.sort(reverse=True)\n        if(len(lst)<3):\n            return max(lst)\n        return lst[2]",submitted,2026-02-04T04:32:35.153Z,64,0
6982cbf2313f449218208dfc,6982c72598be081303a0d2b4,698234bd2fd0434e56a6111b,Third Maximum Number,c,// Third Maximum Number\n// TODO: Implement solution\n\nvoid solution() {\n    long max1=LONG_MIN;\n    long max2=LONG_MIN;\n    long max3=LONG_MIN;\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max1){\n            max1=nums[i];\n        }\n    }\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max2 && nums[i]!=max1){\n            max2=nums[i];\n        }\n    }\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max3 && nums[i]!=max1 && nums[i]!=max2){\n            max3=nums[i];\n        }\n    }\n    if(max1==max2){\n        return max1;\n    }\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]>max3 && nums[i]!=max1 && nums[i]!=max2){\n            max3=nums[i];\n        }\n    }\n    if(max3==LONG_MIN){\n        return max1;\n    }\n    return max3;\n},submitted,2026-02-04T04:32:50.148Z,65,0
6982cbf201e09ebcc630ab77,6982c6b8313f449218208420,698234bd2fd0434e56a6111b,Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        lst = list(set(nums))\n        lst.sort(reverse=True)\n        if(len(lst)<3):\n            return max(lst)\n        return lst[2]",submitted,2026-02-04T04:32:50.682Z,66,0
6982cc05d0a8139d93a45af7,6982c6d4313f449218208509,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    void solution() {\n        sort(nums.begin(), nums.end());\n        nums.erase(unique(nums.begin(), nums.end()), nums.end());\n\n        reverse(nums.begin(), nums.end());\n\n        if(nums.size() < 3) return nums.front();        \n\n        return nums[2];        \n    }\n};",submitted,2026-02-04T04:33:09.035Z,67,0
6982cc06ef1668dd91ccff51,6982c71d313f44921820864f,698234bd2fd0434e56a6111b,Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        first = max(nums)\n        while(True):\n            if first in nums:\n                nums.remove(first)\n            else:\n                break\n\n        if(nums==[]): return first\n\n        second = max(nums)\n        while(True):\n            if second in nums:\n                nums.remove(second)\n            else:\n                break\n\n        new = 0\n        if(first > second): new = first\n        else: new = second\n\n        if(nums==[]): return new\n        third = max(nums)\n        return third\n            ",submitted,2026-02-04T04:33:10.955Z,68,0
6982cc07133c599864e8e20b,6982c75e313f449218208718,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        long first=Long.MIN_VALUE;\n        long second=Long.MIN_VALUE;\n        long third=Long.MIN_VALUE;\n        for(int i=0;i<nums.length;i++){\n            if(nums[i]>first){\n                third=second;\n                second=first;\n                first=nums[i];\n\n            }\n      else  if(nums[i]>second && nums[i]<first){\n            third=second;\n            second=nums[i];\n\n            }\n        else if(nums[i]>third && nums[i]<second)\n            third=nums[i];\n        }\n        if(third==Long.MIN_VALUE)\n        return (int)first;\n       \n\n         return (int)third;\n    }\n},submitted,2026-02-04T04:33:11.692Z,69,0
6982cc1243ef1e49bafdeabc,6982c75b313f449218208709,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        TreeSet<Integer> set = new TreeSet<>();\n        for(int i:nums){\n            set.add(i);\n        }\n        ArrayList<Integer> list = new ArrayList<>();\n        for(int i:set){\n            list.add(i);\n        }\n        if(list.size() == 2) return list.get(1);\n        if(list.size() == 1) return list.get(0);\n        return list.get(list.size()-3);\n    }\n},submitted,2026-02-04T04:33:22.639Z,70,0
6982cc22d0a8139d93a45b03,6982c69f313f44921820831a,698234bd2fd0434e56a60d41,Climbing Stairs,python,"class Solution(object):\n    def climbStairs(self, n):\n        """"""\n        :type n: int\n        :rtype: int\n        """"""\n        prev=1\n        prev2=0\n        for i in range(1,n+1):\n            curi=prev+prev2\n            prev2=prev\n            prev=curi\n        return prev",submitted,2026-02-04T04:33:38.969Z,71,0
6982cc2f313f449218208e08,6982c6e1313f44921820854c,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        TreeSet<Integer> ts = new TreeSet<>();\n        for(int x:nums)\n        {\n            ts.add(x);\n        }\n        List<Integer> lst = new ArrayList<>(ts);\n        if(lst.size() >= 3)\n        {\n            return lst.get(lst.size() - 3);\n        }\n        else\n        {\n            return lst.get(lst.size() - 1);\n        }\n\n    }\n},submitted,2026-02-04T04:33:51.298Z,72,0
6982cc36782f6706193fbfe0,6982c6b5313f449218208403,698234bd2fd0434e56a6111b,Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nint thirdMax(int* nums, int numsSize) {\n    long long first=LLONG_MIN;\n    long long sec=LLONG_MIN;\n    long long third=LLONG_MIN;\n    for(int i=0;i<numsSize;i++)\n    {\n        if(nums[i]==first || nums[i]== sec || nums[i]==third) { continue; }\n        else if(nums[i]>first){\n            third=sec;\n            sec=first;\n            first=nums[i];\n        }\n        else if(nums[i]>sec)\n        {\n            third=sec;\n            sec=nums[i];\n        }\n        else if(nums[i]>third)\n        {\n            third=nums[i];\n        }\n    }\n    if(third==LLONG_MIN) { return first; }\n    else\n    return third;\n}",submitted,2026-02-04T04:33:58.068Z,73,0
6982cc43313f449218208e14,6982c6ea313f4492182085a0,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        if (n <= 2) return n;\n        int a = 1, b = 2;\n        for (int i = 3; i <= n; i++) {\n            int c = a + b;\n            a = b;\n            b = c;\n        }\n        return b;\n    }\n}",submitted,2026-02-04T04:34:11.347Z,74,0
6982cc4a01e09ebcc630ab97,6982c67a313f4492182082ad,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        if(nums.length ==1) return nums[0];\n        if(nums.length == 2)return Math.max(nums[0],nums[1]);\n        int  fmx = Integer.MIN_VALUE;\n        int smx = Integer.MIN_VALUE;\n        int tmx = Integer.MIN_VALUE;\n        int flg = 0;\n        for(int i=0;i<nums.length;i++)\n        {\n            if(nums[i]==Integer.MIN_VALUE)flg=1;\n            if(nums[i]>fmx)\n            {\n                tmx = smx;\n                smx = fmx;\n                fmx = nums[i];\n            }\n            else if(nums[i]>smx && nums[i]!=fmx)\n            {\n                tmx = smx;\n                smx = nums[i];\n            }\n            else if(nums[i]>tmx && nums[i]!=smx && nums[i]!=fmx)\n            {\n                tmx = nums[i];\n            }\n        }\n        System.out.println(fmx+"" ""+smx+"" ""+tmx);\n        if((tmx == Integer.MIN_VALUE && smx==Integer.MIN_VALUE)||(tmx==Integer.MIN_VALUE && flg==0))return fmx;\n        return tmx;\n    }\n}",submitted,2026-02-04T04:34:18.006Z,75,0
6982cc64313f449218208e89,6982c76e68eefbb57180445b,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        TreeSet<Integer> tset = new TreeSet<>();\n        for(int i=0; i < nums.length; i++){\n            tset.add(nums[i]);\n        }\n        if(tset.size() == 1){\n            return tset.pollLast();\n        }\n        else if(tset.size() == 2){\n            return tset.pollLast();\n        }\n        else{\n            tset.pollLast();\n            tset.pollLast();\n            return tset.pollLast();\n        }\n    }\n},submitted,2026-02-04T04:34:44.334Z,76,0
6982cc6d313f449218208e9c,6982c6e2313f449218208558,698234bd2fd0434e56a60d41,Climbing Stairs,c,int climbStairs(int n) {\n    if (n==1) return 1;\n    int w1=1;  \n    int w2=2;  \n\n    for (int i=3;i<=n;i++) {\n        int w3=w1+w2;\n        w1=w2;\n        w2=w3;\n    }\n    return w2;\n}\n\n,submitted,2026-02-04T04:34:53.053Z,77,0
6982cc7b313f449218208eb7,6982c86468eefbb5718044a2,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        Integer fmax= null ,smax=null,tmax=null;\n        for(Integer num: nums){\n            if(num.equals(fmax)|| num.equals(smax)|| num.equals(tmax)) continue;\n            if(fmax == null || fmax < num){\n                tmax = smax;\n                smax = fmax;\n                fmax = num;\n            }\n            else if(smax==null || smax < num){\n                tmax = smax;\n                smax = num;\n            }\n            else if(tmax == null || tmax<num) tmax = num;\n        }\n        return tmax == null?fmax:tmax;\n    }\n}",submitted,2026-02-04T04:35:07.622Z,78,0
6982cc7e313f449218208ec5,6982c86468eefbb5718044a2,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        Integer fmax= null ,smax=null,tmax=null;\n        for(Integer num: nums){\n            if(num.equals(fmax)|| num.equals(smax)|| num.equals(tmax)) continue;\n            if(fmax == null || fmax < num){\n                tmax = smax;\n                smax = fmax;\n                fmax = num;\n            }\n            else if(smax==null || smax < num){\n                tmax = smax;\n                smax = num;\n            }\n            else if(tmax == null || tmax<num) tmax = num;\n        }\n        return tmax == null?fmax:tmax;\n    }\n}",submitted,2026-02-04T04:35:10.148Z,79,0
6982cc85313f449218208ed7,6982c989ba4a788c6d48a898,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        if (n<=2) return n;\n        int a=1,b=2;\n        for (int i=3;i<=n;i++) {\n            int c=a+b;\n            a=b;\n            b=c;\n        }\n        return b;\n    }\n}",submitted,2026-02-04T04:35:17.731Z,80,0
6982cc86313f449218208ee3,6982c989ba4a788c6d48a898,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        if (n<=2) return n;\n        int a=1,b=2;\n        for (int i=3;i<=n;i++) {\n            int c=a+b;\n            a=b;\n            b=c;\n        }\n        return b;\n    }\n}",submitted,2026-02-04T04:35:18.625Z,81,0
6982cc89313f449218208ee9,6982c6e4313f449218208572,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        if(n<=2) return n;\n        int a=1,b=1;\n        for(int i=1;i<n;i++){\n            int temp=a;\n            a=b;\n            b=temp+b;\n        }\n        return b;    }\n}",submitted,2026-02-04T04:35:21.038Z,82,0
6982cc8c313f449218208efb,6982c6d0313f4492182084d7,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    void solution() {\n        sort(nums.begin(),nums.end());\n        auto dup=unique(nums.begin(),nums.end());\n        nums.erase(dup,nums.end());\n        if(nums.size()==1)\n            return nums[0];\n        else if(nums.size()==2)\n            return nums[1];\n        else\n            return nums[nums.size()-3];   \n    }\n};",submitted,2026-02-04T04:35:24.058Z,83,0
6982cc8c313f449218208f02,6982c701313f449218208603,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) \n    {\n       int[] dp=new int[n+1];\n       dp[0]=1;\n       dp[1]=1;\n       for(int i=2;i<=n;i++)\n       {\n          dp[i]=dp[i-1]+dp[i-2];\n       }\n       return dp[n];\n    }\n},submitted,2026-02-04T04:35:24.302Z,84,0
6982cc8d313f449218208f14,6982c71798be081303a0d276,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        if(n==0)\n        {\n            return 0;\n        }\n        List<Integer>alist=new ArrayList<>();\n        int first=0;\n        int second=1;\n        for(int i=1;i<=n;i++)\n        {\n           int sum=first+second;\n           alist.add(sum);\n           first=second;\n           second=alist.get(alist.size()-1);\n        }\n        return alist.get(n-1);\n    }\n},submitted,2026-02-04T04:35:25.967Z,85,0
6982cc8f313f449218208f1a,6982c701313f449218208603,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) \n    {\n       int[] dp=new int[n+1];\n       dp[0]=1;\n       dp[1]=1;\n       for(int i=2;i<=n;i++)\n       {\n          dp[i]=dp[i-1]+dp[i-2];\n       }\n       return dp[n];\n    }\n},submitted,2026-02-04T04:35:27.113Z,86,0
6982cc90313f449218208f20,6982c701313f449218208603,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) \n    {\n       int[] dp=new int[n+1];\n       dp[0]=1;\n       dp[1]=1;\n       for(int i=2;i<=n;i++)\n       {\n          dp[i]=dp[i-1]+dp[i-2];\n       }\n       return dp[n];\n    }\n},submitted,2026-02-04T04:35:28.237Z,87,0
6982cc97313f449218208f38,6982c701313f449218208603,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) \n    {\n       int[] dp=new int[n+1];\n       dp[0]=1;\n       dp[1]=1;\n       for(int i=2;i<=n;i++)\n       {\n          dp[i]=dp[i-1]+dp[i-2];\n       }\n       return dp[n];\n    }\n},submitted,2026-02-04T04:35:35.689Z,88,0
6982cca1313f449218208f44,6982c6f598be081303a0d1f6,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        if(n==0 ||n==1 || n==2){\n            return n;\n        }\n        int a=1,b=2;\n        for(int i=3;i<=n;i++){\n            int c=a+b;\n            a=b;\n            b=c;\n        }\n        return b;\n        \n    }\n    }",submitted,2026-02-04T04:35:45.070Z,89,0
6982cca2313f449218208f4a,6982c6ff313f4492182085f9,698234bd2fd0434e56a6111b,Third Maximum Number,python,class Solution {\n    public int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n        for(int i = 0;i<nums.length/2;++i){\n            int temp = nums[i];\n            nums[i] = nums[nums.length-1-i];\n            nums[nums.length-1-i] = temp;\n        }\n        int count = 1;\n        int prev = nums[0];\n        for(int i = 1;i<nums.length;++i){\n            if(nums[i]!=prev){\n                count+=1;\n                prev = nums[i];\n            }\n            if(count==3) return nums[i];\n        }\n        return nums[0];\n    }\n},submitted,2026-02-04T04:35:46.031Z,90,0
6982ccdf313f449218208f86,6982c6f598be081303a0d1f6,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n      int len=nums.length;\n      TreeSet<Integer> num=new TreeSet<>();\n      for(int n:nums){\n        num.add(n);\n      }\n      List<Integer> list=new ArrayList<>(num);\n      int l=list.size();\n      if(l>=3){\n        return list.get(l-3);\n      }\n      else{\n        return list.get(l-1);\n      }\n    }\n},submitted,2026-02-04T04:36:47.086Z,91,0
6982cce3313f449218208f8c,6982c71c98be081303a0d28b,698234bd2fd0434e56a6111b,Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\nvoid solution() {\n#include <limits.h>\n\nint thirdMax(int* nums, int numsSize) {\n    long  fmax=LONG_MIN,smax=LONG_MIN,tmax=LONG_MIN+10;\n    for(int i=0;i<numsSize;i++)\n    {\n\n        long long x=nums[i];\n        if(x==fmax || x==smax|| x==tmax)\n        {\n            continue;\n        }\n        if(x>fmax)\n        {\n            tmax=smax;\n            smax=fmax;\n            fmax=x;\n        }else if(x>smax)\n        {\n            tmax=smax;\n            smax=x;\n        }else if(x>tmax)\n        {\n            tmax=x;\n        }\n    }\n    if(tmax==LONG_MIN)\n    {\n        return fmax;\n    }\n    return tmax;\n}\n\n    \n}",submitted,2026-02-04T04:36:51.975Z,92,0
6982ccee313f449218208f92,6982c72798be081303a0d2bb,698234bd2fd0434e56a6111b,Third Maximum Number,python,"class Solution:\n    def thirdMax(self, nums: List[int]) -> int:\n        nums = sorted(set(nums))\n        if len(nums) < 3:\n            return nums[-1]\n        return nums[-3]\n",submitted,2026-02-04T04:37:02.795Z,93,0
6982cd35313f449218208fb4,6982c71e98be081303a0d296,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public static int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n\n        ArrayList<Integer> arr = new ArrayList<>();\n\n        for (int i = 0; i < nums.length; i++) {\n            if (arr.isEmpty() || arr.get(arr.size() - 1) != nums[i]) {\n                arr.add(nums[i]);\n            }\n        }\n\n        if (arr.size() < 3) {\n            return arr.get(arr.size() - 1);\n        }\n\n        return arr.get(arr.size() - 3);\n    }\n}\n,submitted,2026-02-04T04:38:13.188Z,94,0
6982cd47313f449218208fe4,6982c71198be081303a0d250,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Set<Integer> ts=new HashSet<>();\n        for(int ch:nums){\n            ts.add(ch);\n        }\n        List<Integer> al=new ArrayList<>(ts);\n        Collections.sort(al);\n        if(al.size()==2){\n            return al.get(1);\n        }\n        else if(al.size()==1){\n            return al.get(0);\n        }\n        else return al.get(al.size()-3);\n    }\n},submitted,2026-02-04T04:38:31.801Z,95,0
6982cd4b313f449218208ff0,6982c6b5313f449218208403,698234bd2fd0434e56a60d41,Climbing Stairs,c,// Climbing Stairs\n// TODO: Implement solution\n\nint climbStairs(int n) \n{\nif(n<=1) { return 1; }\nint prev=1;\nint curr=2;\nfor(int i=3;i<=n;i++)\n{ \n    int temp=curr;\n    curr=prev+curr;\n    prev=temp;\n}\nreturn curr;\n},submitted,2026-02-04T04:38:35.567Z,96,0
6982cd51313f449218208ff6,6982c6c8313f4492182084a7,698234bd2fd0434e56a6111b,Third Maximum Number,c,"// Third Maximum Number\n// TODO: Implement solution\n\n#include <stdio.h>\nint thirdMax(int* nums, int numsSize) {\n    int i,j,temp,max=0;\n    for(i=0;i<numsSize;i++)\n    {\n        for(j=i+1;j<numsSize;j++)\n        {\n            if(nums[i]>nums[j])\n            {\n                temp=nums[i];\n                nums[i]=nums[j];\n                nums[j]=temp;\n            }\n        }\n    }\n    int k=0;\n    for(i=0;i<numsSize;i++)\n    {\n        for(j=i+1;j<numsSize;j++)\n        {\n            if(nums[i]!=nums[j])\n            {\n                nums[k++]=nums[i];\n            }\n        }\n\n    }\n    if(numsSize>=3)\n    {\n        max=nums[2];\n  return max;\n    }\n    else if(numsSize==2)\n    {\n        max=nums[1];\n        return max;\n    }\n    else\n    {\n        max=nums[0];\n        return max;\n    }\n  \n    \n}\n    \n}\nint main()\n{ int nums[100];\nint numsSize;\nint i;\nscanf(""%d"",&numsSize);\nfor(i=0;i<numsSize;i++)\n{\nscanf(""%d"",&nums[i]);\n}\nprintf(""%d"",thirdMax(nums,numsSize));\n}\n}\n",submitted,2026-02-04T04:38:41.026Z,97,0
6982cd56313f449218209002,6982c6b5313f449218208403,698234bd2fd0434e56a60d41,Climbing Stairs,c,// Climbing Stairs\n// TODO: Implement solution\n\nint climbStairs(int n) \n{\nif(n<=1) { return 1; }\nint prev=1;\nint curr=2;\nfor(int i=3;i<=n;i++)\n{ \n    int temp=curr;\n    curr=prev+curr;\n    prev=temp;\n}\nreturn curr;\n},submitted,2026-02-04T04:38:46.085Z,98,0
6982cd56313f449218209008,6982c713313f44921820862b,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"// Third Maximum Number\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int max1 = nums[0];\n        int max2 = nums[0], max3 = nums[0];\n        int n = nums.size();\n\n        for (int i = 0; i < n; i++)\n        {\n            if (nums[i] > max1)\n            {    \n                max1 = nums[i];\n            }\n        }\n\n        int flag = 0;\n        for (int i = 0; i < n; i++) \n        {\n            if (nums[i] < max1) \n            {\n                max2 = nums[i];\n                flag = 1;\n                break;\n            }\n        }\n        if (flag == 0) \n        {\n            return max1;\n        }\n\n        for (int i = 0; i < n; i++)\n            if (nums[i] < max1 && nums[i] > max2)\n                max2 = nums[i];\n        \n        flag = 0;\n        for (int i = 0; i < n; i++) \n        {\n            if (nums[i] < max2) \n            {\n                max3 = nums[i];\n                flag = 1;\n                break;\n            }\n        }\n        if (flag == 0)\n        {\n            return max1;\n        }\n\n        for (int i = 0; i < n; i++)\n        {\n            if (nums[i] < max2 && nums[i] > max3)\n            {\n                max3 = nums[i];\n            }\n        }\n\n        return max3;\n    }\n};\n",submitted,2026-02-04T04:38:46.561Z,99,0
6982cd62313f449218209038,6982c7991ce3d38f23ae7eb7,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Set<Integer> s = new HashSet<>();\n        for(int i : nums){\n            s.add(i);\n        }\n        List<Integer> list = new ArrayList<>(s);\n        Collections.sort(list);\n        if(list.size() == 2){\n            return list.get(1);\n        }else if(list.size() == 1){\n            return list.get(0);\n        }else{\n            return list.get(list.size() - 3);\n        }\n    }\n},submitted,2026-02-04T04:38:58.159Z,100,0
6982cd62313f44921820903e,6982c6fc98be081303a0d20a,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"class Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        int len = nums.size();\n        if(len == 1){\n            return nums[0];\n        }\n\n        unordered_set<int> uniques;\n        for(int x : nums){\n            uniques.insert(x);\n        }\n\n        vector<int> sortedUniques;\n\n        for(int x : uniques){\n            sortedUniques.push_back(x);\n        }\n\n        if(sortedUniques.size() == 1){\n            return sortedUniques[0];\n        }\n        sort(sortedUniques.begin(), sortedUniques.end());\n        if(sortedUniques.size() == 2){\n            return sortedUniques[1];\n        }\n        return sortedUniques[sortedUniques.size()-3];\n    }\n};",submitted,2026-02-04T04:38:58.287Z,101,0
6982cd63313f449218209044,6982c86468eefbb5718044a2,698234bd2fd0434e56a60d41,Climbing Stairs,python,"if(n<=3):\n            return n\n        prev1 = 3\n        prev2 = 2\n        cur = 0\n        for i in range(4,n+1):\n            cur = prev1+prev2\n            prev2 = prev1\n            prev1 = cur\n        return cur",submitted,2026-02-04T04:38:59.500Z,102,0
6982cd67313f44921820904a,6982c86468eefbb5718044a2,698234bd2fd0434e56a60d41,Climbing Stairs,python,"if(n<=3):\n            return n\n        prev1 = 3\n        prev2 = 2\n        cur = 0\n        for i in range(4,n+1):\n            cur = prev1+prev2\n            prev2 = prev1\n            prev1 = cur\n        return cur",submitted,2026-02-04T04:39:03.024Z,103,0
6982cd67313f449218209050,6982c6f3313f4492182085d1,698234bd2fd0434e56a60d41,Climbing Stairs,cpp,// Climbing Stairs\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    int climbStairs(int n){\n        if (n<=3) \n        return n;\n        int step1=3;\n        int step2=2;\n        int ways=0;\n            for (int i=3;i<n;i++){\n            ways=step1+step2; \n            step2=step1;\n            step1=ways;\n        }\n        return ways;        \n    }\n};,submitted,2026-02-04T04:39:03.106Z,104,0
6982cd94313f4492182090b0,6982c963a3cda63886ca1181,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        long first = Long.MIN_VALUE;\n        long second = Long.MIN_VALUE;\n        long third = Long.MIN_VALUE;\n\n        for (int num : nums) {\n            if (num == first || num == second || num == third)\n                continue;\n\n            if (num > first) {\n                third = second;\n                second = first;\n                first = num;\n            } else if (num > second) {\n                third = second;\n                second = num;\n            } else if (num > third) {\n                third = num;\n            }\n        }\n\n        return third == Long.MIN_VALUE ? (int) first : (int) third;\n    }\n}\n,submitted,2026-02-04T04:39:48.234Z,105,0
6982cd96313f4492182090bc,6982c71c98be081303a0d287,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        int a =0;\n        int b=1;\n        int c=0;\n        for(int i=0;i<n;i++){\n            c = a+b;\n            a=b;\n            b=c;\n        }\n        return c;\n    }\n    \n},submitted,2026-02-04T04:39:50.644Z,106,0
